0,0,0,1
41.0271,0,0,1
100.9582,1,0,0
111.1998,1,0,0
120.5814,0,0,-1
135.7225,0,0,-1
145.2953,-1,0,0
148.6353,-1,0,0
157.8509,0,0,1
173.2687,0,0,1
180.2858,1,0,0
190.6937,1,0,0
195.6183,0,0,-1
214.8542,0,0,-1
220.136,-1,0,0
229.2156,-1,0,0
237.5156,0,0,1
249.367,0,0,1
279.7349,0,0,1
